"text_id","feminine","masculine","neutral","n_sentences","avg_word_length","n_long_words","tokens_per_sentence","n_lexical_tokens","pos_variability","n_adj","n_adv","n_aux","n_intj","n_noun","n_num","n_part","n_pron","n_propn","n_punct","n_sconj","n_verb","summer_index","n_global_lemma_hapax_legomena","lexical_density","sichel_s","global_sichel_s","giroud_index","mtld","mattr","msttr","simpsons_d","herdan_v","n_syllables","n_polysyllables","smog","n_monosyllables","compressibility","entropy","n_entities","n_org","n_cardinal","n_date","n_gpe","n_person","n_time","n_ordinal","n_hedges","n_positive_sentiment","n_negative_sentiment","sentiment_score","avg_valence","avg_arousal","avg_dominance","n_low_valence","n_high_valence","n_low_arousal","n_high_arousal","n_low_dominance","n_high_dominance","avg_intensity_anger","avg_intensity_anticipation","avg_intensity_disgust","avg_intensity_fear","avg_intensity_joy","avg_intensity_sadness","avg_intensity_surprise","avg_intensity_trust","n_low_intensity_anger","n_low_intensity_anticipation","n_low_intensity_disgust","n_low_intensity_fear","n_low_intensity_joy","n_low_intensity_sadness","n_low_intensity_surprise","n_low_intensity_trust","n_high_intensity_anger","n_high_intensity_anticipation","n_high_intensity_fear","n_high_intensity_joy","n_high_intensity_sadness","n_high_intensity_surprise","n_high_intensity_trust","tree_width","tree_branching","ramification_factor","n_noun_chunks","n_dependency_acl","n_dependency_acomp","n_dependency_advcl","n_dependency_amod","n_dependency_appos","n_dependency_attr","n_dependency_aux","n_dependency_case","n_dependency_cc","n_dependency_ccomp","n_dependency_compound","n_dependency_conj","n_dependency_csubj","n_dependency_dative","n_dependency_dep","n_dependency_det","n_dependency_dobj","n_dependency_expl","n_dependency_intj","n_dependency_mark","n_dependency_neg","n_dependency_nsubj","n_dependency_nsubjpass","n_dependency_nummod","n_dependency_pcomp","n_dependency_pobj","n_dependency_poss","n_dependency_predet","n_dependency_prt","n_dependency_relcl","n_dependency_xcomp","short_text","conf_avg"
"10003",3,4,3,0.382174086741796,0.109222142294505,0.963042744012229,-0.392077942692527,0.600768333079466,-0.16665083827713,-0.0149855403358802,-0.472560023420348,0.0226527766682737,-0.37410191685056,0.4079717140358,0.414511723713111,0.705712453384691,-0.0266490622903016,-0.578358227236646,-0.5163172613544,-0.231713797405013,1.22075528180457,-0.607640212221643,-1.36989023169138,0.584044372753837,-0.838107520809524,-1.28327993104124,-0.255179131819194,-0.35292238,0.12196004,-0.97803324,-0.011020791,-0.236430010928499,0.331123908808574,-0.707882394805666,-0.633853430089141,0.25525734586533,-0.94783459675861,-0.80068325530333,-0.380054879764667,-0.354957244171311,0.965292425214948,-0.600391318253488,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,-0.850282831476216,-1.14332379041506,-0.227753057268064,-0.830787724919706,-1.25724114668819,0.208293444738445,-0.817764309450288,0.921893211706279,-1.10252723620544,0.015835616386232,-0.158635581277016,1.5826246686826,0.0991279016699325,-0.68905536794369,1.72602936710796,2.38135354954693,-0.904524609339355,1.88061923499149,0.883403483503438,1.26487045569727,-0.0636685438964359,-0.430483920911489,-0.299755056232002,-0.458557464853377,-0.651937529829119,-0.756236863262898,1.07072368585148,-0.723208611203033,-0.275730018347828,-0.358752612413589,3.38570384858194,-0.38867162260862,0.508922948772432,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.882915636775342,-0.13891958,-0.8409826,0.214957071285569,-0.480674438893341,1.03634801375143,1.72827636599273,-0.377698377866721,-0.401337000388347,0.127926713205065,0.453508466653344,-0.339363395719424,-0.455173560849063,-0.208236238714775,-0.872329370256617,-0.426228738389286,-0.272289657876594,-0.251616863739477,-0.279250645183861,-0.414013178838743,-0.135903110676933,1.55302294840603,-0.364077029395337,0.0977821624907084,-0.600964650119337,0.23848988103024,1.1491239063716,0.691194731196814,-0.549130312972856,0.213631393963876,0.465543096179142,3.17794658627925,2.27570956783243,0.237850360542516,2.02888258365697,"There was a huge freeway where many people were driving. One person was sick so he got out of his car to stretch his legs. All the cars were stopped and people started taking pictures of him. Others sat down with him to take pictures. People were so excited they decided to start laying down in the middle of the freeway.",2.5
"10003_1",8,0,2,0.382174086741796,-0.942824054558661,-0.606132334090764,-0.635966937579439,-0.0514067411447309,0.307300993557352,-0.0149855403358802,-0.472560023420348,-1.13263883341369,-0.37410191685056,-0.556411016709313,-0.512685553013584,1.32947909329144,-0.0266490622903016,-0.578358227236646,-0.245410056322771,-0.231713797405013,0.92085875303755,-1.38747938327793,-1.36989023169138,0.747442689051773,-0.211546061673315,-1.05641621459579,-1.23034274405353,-0.9414285,0.71765614,0.6048637,0.659108,0.396976911675444,-0.582223849903376,-1.06532796049962,-0.998161508309741,-0.311363965957601,0.0646633297577506,-1.27275417344768,-0.89282733659001,-0.354957244171311,-0.354544402826938,-0.600391318253488,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,-0.428039166380919,-1.62482266168813,-0.227753057268064,-1.25779363994534,-1.33200530478858,-0.304916770565437,-0.562666863710025,0.921893211706279,-1.10252723620544,0.015835616386232,-0.732423853981118,1.02211176519085,-0.267214343631992,-0.68905536794369,-2.09522585100073,2.38135354954693,-0.904524609339355,-2.17189768533073,0.883403483503438,-1.05491344189987,-2.3276875352596,-0.430483920911489,-0.299755056232002,-0.458557464853377,-0.651937529829119,-0.756236863262898,1.07072368585148,-0.723208611203033,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,-0.692700680273587,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.882915636775342,-0.7131833,-0.6800628,-0.930981322675829,-0.480674438893341,0.0557589840422849,-0.0760653876537229,-0.377698377866721,-0.401337000388347,-0.83152363583292,0.894059548545164,-0.339363395719424,-0.455173560849063,-0.889008557590002,0.111936069634699,-0.426228738389286,-0.272289657876594,-0.251616863739477,-0.279250645183861,-0.414013178838743,-0.624005832122255,-0.378786084977082,-0.364077029395337,0.0977821624907084,-0.600964650119337,-0.0947425554777664,-0.511083437111447,-0.427882452645647,-0.549130312972856,-0.61806334589549,1.16591766565219,-0.255851631946211,0.823128992620239,-0.748358451463037,3.00137329574819,"We were driving down a huge freeway. We had to stop sometimes because we felt sick or had to stretch our legs. We stopped for a photo op, too. My sister made sure to sit in the photo op. My other sister decided to lay in the freeway.",3.2
"10092",3,3,4,0.382174086741796,-0.186168374027241,-0.40998544932789,-0.656291020486682,-0.31227677083441,-0.676372619684026,-0.464551750412289,-0.0519568612137555,-0.747541630053034,-0.37410191685056,0.649067396722078,-0.512685553013584,-1.16558746633555,-0.684279147841296,-0.578358227236646,-0.5163172613544,-0.96118315960598,-1.17841694833158,-1.52555958623257,-1.09483353162736,0.350177779885362,-1.68204744536034,0.046789629376086,-1.34707139251693,-1.0924083,-0.5282473,-0.40243345,0.7724386,0.520498818011831,-0.486081980565276,-0.707882394805666,-0.633853430089141,-0.311363965957601,-0.0588805939448011,-1.35982021110497,-0.89282733659001,-0.354957244171311,-0.354544402826938,-0.600391318253488,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,-0.428039166380919,-0.661824919141998,0.49820981277389,-0.830787724919706,-0.765424711700102,-0.8768405887554,-1.30284896752195,-0.33691679624607,-0.845891503451096,0.382933996248885,0.415152691427085,-0.0989140417926624,-0.267214343631992,-0.68905536794369,0.574190415712995,-0.553288375811587,-0.644799812381659,0.185052043414185,-0.837162871288368,0.8890127767489,-0.56844986483348,-0.430483920911489,-0.299755056232002,-0.458557464853377,0.8732374252757,-0.756236863262898,-0.589060751182729,-0.723208611203033,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,-0.692700680273587,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.882915636775342,-0.772776,0.17221513,-0.35801212569513,1.39065352931738,0.0557589840422849,-0.978236264476949,-0.377698377866721,-0.401337000388347,0.127926713205065,-1.30869586091394,-0.339363395719424,-1.18060642345226,-0.889008557590002,0.111936069634699,-1.03173474557184,-0.272289657876594,-0.251616863739477,-0.279250645183861,1.22787423335223,-0.624005832122255,-0.378786084977082,-0.364077029395337,-0.792733960192529,-0.600964650119337,-0.427974991985773,-0.511083437111447,-0.427882452645647,-0.549130312972856,0.62947876389356,0.465543096179142,-0.255851631946211,2.27570956783243,0.237850360542516,-0.888589552616682,"The parade was full of a lot of people holding on to these floats. Some displayed their silly hats. In the parade the people held on tight to their sticks. The parade also put on a nice show for the spectators. This was definitely a hat goofy event.",2.6
"10092_0",7,1,2,-1.89081465073127,0.170231893455721,-0.40998544932789,4.66861870121091,0.209463288544948,-0.28852416646314,-0.0149855403358802,-1.31376634783353,0.407749980028927,-0.37410191685056,-0.556411016709313,-0.512685553013584,0.705712453384691,0.411770994743695,0.412557884378213,-1.32903887644929,-0.231713797405013,2.12044486810562,-0.430539028875406,-0.819776831563343,0.233905123543973,-1.44676722397041,-0.63898697633616,-0.24590506860184,-0.28977093,-0.53233385,-0.24746542,-0.12905486,-0.24106773888865,0.138840170132374,0.00700873658223429,2.05564283802691,0.538568001776795,-0.572390266371441,-0.644075527754247,0.645490033886021,1.49226923059776,-0.354544402826938,-0.600391318253488,-0.271355372310186,2.49840616763347,-0.301183911617092,-0.27867046854482,-0.850282831476216,0.782671694677199,1.22417268281585,-0.098777584875769,-0.0542073996892746,1.39140946542078,0.431025264231059,0.921893211706279,1.46383009133804,0.015835616386232,2.13651750953939,0.461598861699092,1.56449688287763,2.32702055176893,0.266637616948185,2.97538997222385,1.12300447293197,0.78970943736718,0.136129603974569,0.218693440212563,-0.376033188775472,-0.430483920911489,-0.299755056232002,-0.458557464853377,-0.651937529829119,-0.756236863262898,2.73050812288569,0.734642739443398,-0.275730018347828,4.58621582896291,-0.507664725886581,-0.38867162260862,0.508922948772432,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.251377102756514,1.903816,0.09842475,0.596936535939369,-0.480674438893341,1.03634801375143,0.826105489169503,-0.377698377866721,-0.401337000388347,1.08737706224305,0.894059548545164,-0.339363395719424,2.44655788956371,2.51485303678613,-0.872329370256617,1.99579529034092,-0.272289657876594,-0.251616863739477,-0.279250645183861,-0.0856356964005487,-0.135903110676933,-0.378786084977082,-0.364077029395337,0.0977821624907084,-0.600964650119337,2.23788450007828,-0.511083437111447,-0.427882452645647,-0.549130312972856,-1.44975808575486,-0.234831473293903,-0.255851631946211,0.823128992620239,2.21026798455362,1.05639187156576,"Everyone was getting ready for the big festival Jess hated her costume, but she knew she'd have to make it work The music began to play while the performers kicked things off They sang and danced and Jess ditched the costume she hated It was a great day, but Jess was tired and decided it was time to head home",3
"10232_0",6,2,2,0.382174086741796,1.04668905038148,1.74763028306373,0.055051881266813,1.77468346668302,-0.877578586028853,3.58154414027539,1.20985262540602,1.17794438675023,-0.37410191685056,0.4079717140358,0.414511723713111,-0.541820826428801,-0.0266490622903016,0.0822525138399262,0.296404353740489,0.497755564795954,0.321065695503513,-0.0113687187610184,0.555506668756739,0.373960823227919,0.278621066222359,-0.609170602174758,1.09100383667884,0.49962208,-0.16896476,-0.62627834,-0.068923645,-0.478751029112844,1.72518101421102,0.721899867970135,0.276690091354133,1.38849996951119,-1.67511856280549,-0.200730029674689,0.645490033886021,1.49226923059776,-0.354544402826938,1.61043591863661,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,-0.0057955012856217,1.74566943722333,-0.227753057268064,0.741370416765568,0.709259190966853,-0.0684879023233802,-0.20241873116647,0.292488207730105,1.46383009133804,2.5855242754248,0.415152691427085,1.02211176519085,0.831812392273782,1.56644493943221,-0.301365306065952,-0.553288375811587,-0.0750808938647218,0.523794004439796,1.28176111639981,-1.05491344189987,0.92590272019179,-0.430483920911489,5.9400440734954,-0.458557464853377,0.8732374252757,-0.756236863262898,-0.589060751182729,-0.723208611203033,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,1.71054657781845,-0.302594168478023,-0.281201406018498,2.25614052933482,-0.251377102756514,0.5071258,0.6680859,0.787926268266268,1.39065352931738,1.03634801375143,1.72827636599273,2.15685652623891,-0.401337000388347,0.127926713205065,0.453508466653344,-0.339363395719424,0.995692164357324,-0.889008557590002,-0.380196650310959,1.39028928315837,-0.272289657876594,-0.251616863739477,-0.279250645183861,2.21300668066681,0.35219961076839,-0.378786084977082,-0.364077029395337,0.988298285173945,-0.600964650119337,0.904954754046252,1.1491239063716,0.691194731196814,-0.549130312972856,0.213631393963876,-0.234831473293903,-0.255851631946211,-0.629451582591947,0.237850360542516,0.0839011594745365,"It was just a normal day and the neighbors were driving home. They loved the street which they called home for the past few years. The houses were beautiful, safe, and elegant. Their neighborhood had changed significantly over the last twenty years as each house become bright and lively with color. That is until the neighbors passed the new white house which had just been built, undoubtedly by a disturbed soul seeking to disrupt the calm life of the neighborhood.",3
"1023c3a657f870432e8142b3bf704e",0,8,2,-1.89081465073127,0.926627498994907,0.374602089723607,4.05889621399363,0.0790282737001086,0.0877864609182236,1.33371308989335,-0.472560023420348,0.0226527766682737,-0.37410191685056,0.166876031349522,-0.512685553013584,-0.541820826428801,-0.465069119324298,-0.24805285669836,-1.05813167141766,-0.96118315960598,-0.578623890797541,1.68872322705895,1.65573346901281,0.63932951736592,1.36275541968573,0.294090144479479,1.1412070760295,2.5084693,0.25553966,0.6048637,-0.85952204,-0.512239072750936,0.331123908808574,1.43679099935804,3.68487809333406,-0.240536301979734,0.079753042445433,-0.3827733420099,-0.380054879764667,-0.354957244171311,-0.354544402826938,-0.600391318253488,-0.271355372310186,-0.339427118542632,1.83220212900398,-0.27867046854482,-0.428039166380919,1.26417056595026,-0.953715927310019,1.59640379206809,0.398498457966739,0.881969676578934,1.89839434360886,-0.966321800222244,0.950558625829339,-0.351262763476421,0.415152691427085,-0.0989140417926624,2.6635236187834,0.315630779883507,0.00183349489046514,-0.0354104067851897,0.402477643033,-0.185272721901664,-0.837162871288368,-0.269682117176309,-0.0406785637056442,1.88053502292914,2.8201445086317,1.7270902648216,0.8732374252757,0.537994010106491,-0.589060751182729,2.19249409008983,3.4248570700046,-0.358752612413589,-0.507664725886581,-0.38867162260862,-0.692700680273587,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.882915636775342,1.8468217,-0.7036438,-0.16702239336823,1.39065352931738,1.03634801375143,-0.978236264476949,1.14303456459666,0.919191194437826,1.08737706224305,-0.427593697130296,-0.339363395719424,-0.455173560849063,-0.208236238714775,0.111936069634699,-0.426228738389286,5.76543753851744,-0.251616863739477,-0.279250645183861,0.57111926847584,0.35219961076839,-0.378786084977082,-0.364077029395337,-0.792733960192529,-0.600964650119337,-1.09443986500178,-0.511083437111447,-0.427882452645647,1.07910491735363,0.213631393963876,-0.234831473293903,-0.255851631946211,-0.629451582591947,0.237850360542516,0.0839011594745365,"Earning a residual money is powerful and a great digital recruiter can do that by doing work with corporations placing contractors (those who are ready to get the job done on a brief-expression basis for an hourly amount as a substitute of a wage).A organization is nothing at all with out its sta...",3.8
"10312_2",1,2,7,-1.89081465073127,1.31667951991054,0.570748974486481,3.34755331224013,0.0790282737001086,0.265593232355918,0.434580669740528,-0.0519568612137555,-0.747541630053034,-0.37410191685056,0.4079717140358,-0.512685553013584,0.081945813477945,-1.34190923339229,-0.24805285669836,-1.59994608148092,-0.96118315960598,-0.578623890797541,0.968951913005013,0.00539326862870618,1.5588320425541,1.2589553220137,-0.087384054350223,0.0993626016805088,0.48383424,0.4529019,0.6048637,-0.81438726,-0.361118686727217,-0.197656372550976,-0.350436829111716,1.52867763143302,-0.5238469578912,0.195981242651388,0.073354469712023,-0.89282733659001,-0.354957244171311,-0.354544402826938,-0.600391318253488,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,0.416448163809675,-0.180326047868932,-0.227753057268064,0.0915450515356548,0.681448869374816,0.341190640509475,-0.332576438794781,-0.33691679624607,0.950558625829339,0.015835616386232,0.988940964131187,1.02211176519085,0.831812392273782,-0.68905536794369,0.501359546592169,-0.553288375811587,-0.183997779440384,0.89143515639305,-0.799022241151851,0.347969230719775,0.346153955978371,-0.430483920911489,-0.299755056232002,-0.458557464853377,3.92358733548534,-0.756236863262898,1.07072368585148,0.734642739443398,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,0.508922948772432,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.882915636775342,1.7630401,-0.25822812,-0.549001858022029,-0.480674438893341,0.0557589840422849,-0.0760653876537229,0.129212602954404,0.919191194437826,0.127926713205065,0.0129573847615241,-0.339363395719424,-1.18060642345226,-0.889008557590002,-0.380196650310959,-1.03173474557184,-0.272289657876594,-0.251616863739477,1.06431377975736,0.57111926847584,-1.6002112750129,-0.378786084977082,-0.364077029395337,-0.792733960192529,-0.600964650119337,-0.761207428493779,-0.511083437111447,-0.427882452645647,-0.549130312972856,1.04532613382324,-0.935206042766949,-0.255851631946211,0.823128992620239,2.21026798455362,0.0839011594745365,"The parade began with the queen on a mostly orange float Next came a regiment of men with brightly colored flowers A girls group moved through next with lovely costumes Kids had dressed up to look like zombies The spectators were as interesting to watch as the parade itself!",3.2
"10321",9,0,1,0.382174086741796,-0.515404685228618,0.374602089723607,0.0753759641740557,1.51381343699334,-1.1220099240199,-0.0149855403358802,-0.0519568612137555,0.0226527766682737,-0.37410191685056,0.4079717140358,1.34170900043981,1.32947909329144,1.72703116584568,-0.578358227236646,0.296404353740489,-0.231713797405013,3.02013445440668,-0.814724114105417,-0.544720131499327,-0.00843844669566311,-1.13441244729758,-0.966453016695005,0.365491805309467,-0.7346757,-1.3273427,-1.3957425,0.51574785,-0.355234096363634,1.00411699417527,-0.350436829111716,-0.354310009731724,2.02594894531199,-1.66514439016382,-0.990202568382735,1.15826249071136,-0.354957244171311,2.28512925325683,-0.600391318253488,-0.271355372310186,-0.339427118542632,3.96558816962505,-0.27867046854482,2.52766648928616,0.301172823404133,0.49820981277389,-0.312623243765009,-0.339744743999948,-0.660695529492441,-1.22362455748045,0.921893211706279,1.20719435858369,0.750032376111537,-0.732423853981118,1.5826246686826,-0.267214343631992,-0.68905536794369,-0.295032205475871,-0.553288375811587,-0.904524609339355,0.34977845045902,0.561326889859108,-0.00634238801513298,0.226205689263204,-0.430483920911489,-0.299755056232002,-0.458557464853377,-0.651937529829119,-0.756236863262898,1.07072368585148,0.734642739443398,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,-0.692700680273587,-0.302594168478023,-0.281201406018498,0.82500661147318,-0.251377102756514,0.5289033,0.9470133,1.74287492990077,-0.480674438893341,-0.924830045666863,0.826105489169503,0.63612358377553,-0.401337000388347,-0.83152363583292,1.7751617123288,-0.339363395719424,2.44655788956371,1.15330839903568,-0.872329370256617,1.99579529034092,-0.272289657876594,-0.251616863739477,-0.279250645183861,-1.07076814371513,0.35219961076839,-0.378786084977082,-0.364077029395337,0.0977821624907084,-0.600964650119337,1.57141962706226,1.1491239063716,1.81027191503927,-0.549130312972856,1.04532613382324,0.465543096179142,-0.255851631946211,0.823128992620239,1.22405917254807,2.02888258365697,"Last night, we were trying to decide what to have for dinner, so we looked at some menus. My best friend got distracted and suggested we go to a pet show she'd heard about. My other friend got her back on track, and we talked more about restaurants and menus. I remembered one restaurant we used to go to go to that closed down and we miss. It seemed like we had read a million menus for hours and hours!",3.2
"10545_2",8,1,1,0.382174086741796,-0.403627401541313,-1.39071987314226,-0.696939186301167,-0.442711785679249,0.184631107670781,0.434580669740528,-0.893163185626941,-1.13263883341369,-0.37410191685056,-0.0742196513367564,1.34170900043981,-1.16558746633555,-0.903489176358294,-0.578358227236646,-0.5163172613544,-0.96118315960598,-0.578623890797541,0.264897171583107,-0.26966343143531,0.324529399810056,-0.00567586795713048,-0.691165631118613,-0.333230450275333,-0.1884989,0.71765614,0.6048637,-0.21157615,-0.137069112599678,-0.726436653910526,-0.707882394805666,-0.633853430089141,-0.311363965957601,0.434211800445322,-1.10108569091342,-0.380054879764667,-0.354957244171311,0.965292425214948,-0.600391318253488,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,-0.428039166380919,0.782671694677199,-0.227753057268064,0.977707915188845,0.971579684654752,-0.458635300129892,-1.11023014278191,-0.33691679624607,0.693922893074991,-0.351262763476421,-0.158635581277016,0.461598861699092,-0.999898834235842,-0.68905536794369,0.254367208013041,-0.553288375811587,-0.904524609339355,1.10446468456684,0.65244071125367,-1.05491344189987,0.612705163299623,-0.430483920911489,-0.299755056232002,-0.458557464853377,-0.651937529829119,-0.756236863262898,1.07072368585148,-0.723208611203033,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,2.91217020686447,-0.302594168478023,-0.281201406018498,0.82500661147318,-0.882915636775342,-0.89897394,-0.021484405,-0.930981322675829,-0.480674438893341,0.0557589840422849,-0.978236264476949,-0.377698377866721,-0.401337000388347,-0.83152363583292,-1.30869586091394,-0.339363395719424,-0.455173560849063,-0.889008557590002,0.111936069634699,-0.426228738389286,-0.272289657876594,-0.251616863739477,-0.279250645183861,1.88462919822862,-0.135903110676933,-0.378786084977082,-0.364077029395337,-0.792733960192529,-0.600964650119337,-0.427974991985773,-0.511083437111447,0.691194731196814,-0.549130312972856,0.213631393963876,-0.234831473293903,-0.255851631946211,-0.629451582591947,0.237850360542516,-0.888589552616682,"The beach goers enjoy the turf. The two boats floated next to one another and reflected on the love that they have for each other. A women hugs an adorable dog. A couple looks for their long lost daughter. The dog is ready for a walk.",3.3
"10849",1,6,3,0.382174086741796,1.39459343627154,0.570748974486481,-0.818883683744623,-0.0514067411447309,0.307300993557352,0.884146879816937,-0.893163185626941,-1.13263883341369,-0.37410191685056,-0.0742196513367564,-0.512685553013584,0.081945813477945,-1.12269920487529,-0.578358227236646,-0.5163172613544,-0.96118315960598,0.0211691667364953,0.339585493111854,-1.09483353162736,2.08264035937205,0.474687917380628,-0.012843118946718,-0.632919805595563,-0.28977093,0.71765614,0.6048637,-0.1665864,0.0457048296100357,-0.630294784572426,0.00700873658223429,-0.11864400498749,-0.948812941758398,0.141721649187893,-1.12965129015643,-0.89282733659001,-0.354957244171311,-0.354544402826938,-0.600391318253488,-0.271355372310186,-0.339427118542632,-0.301183911617092,-0.27867046854482,-0.0057955012856217,-0.661824919141998,0.49820981277389,-0.830787724919706,0.547782564318523,0.113680678591678,-0.273243085481056,-0.33691679624607,0.437287160320644,0.015835616386232,0.415152691427085,-0.659426945284417,-0.633556588933917,-0.68905536794369,0.574190415712995,-0.553288375811587,-0.644799812381659,0.904646223539743,-0.837162871288368,0.8890127767489,0.0562794249245923,-0.430483920911489,-0.299755056232002,-0.458557464853377,0.8732374252757,-0.756236863262898,-0.589060751182729,-0.723208611203033,-0.275730018347828,-0.358752612413589,-0.507664725886581,-0.38867162260862,-0.692700680273587,-0.302594168478023,-0.281201406018498,-0.606127306388459,-0.882915636775342,-1.3448724,-1.5249617,-1.12197105500273,1.39065352931738,-0.924830045666863,-0.0760653876537229,1.14303456459666,-0.401337000388347,0.127926713205065,-0.427593697130296,-0.339363395719424,-1.18060642345226,-0.208236238714775,-0.872329370256617,-1.03173474557184,-0.272289657876594,-0.251616863739477,-0.279250645183861,0.242741786037646,-0.624005832122255,1.55302294840603,-0.364077029395337,-0.792733960192529,-0.600964650119337,-0.761207428493779,1.1491239063716,-0.427882452645647,-0.549130312972856,-1.03391071582517,-0.234831473293903,-0.255851631946211,0.823128992620239,-0.748358451463037,0.0839011594745365,"Artists set up their float for a parade. People gather to view the intricate floats. There are some rather interesting designs incorporated. The small parade was held at tourist heavy location. The distinct landmark made the parade easy to find.",3.3
